Tank number,Treatment Temperature,Treatment pCO2,Measurement date,Temp [degC],QF,Sal [dimensionless],QF,pH,QF,TA [umol kg-1],QF,Nitrite [uM],QC,Nitrate [uM],QC,Ammonium [uM],QC,Silicate [uM],QC,Phosphate [uM],QC,DIC [umol kg-1],QC,pCO2(sw) [uatm],QC,Omega Cal,QC,Omega Arag,QC,HCO3- [umol kg-1],QC,CO32- [umol kg-1],QC,CO2 [umol kg-1],QC
1.3,380,Amb+2,09/08/2011,18.08,1,35.2,1,7.91,1,2419,1,0.45,1,82.64,1,4.68,1,1.3,1,1.51,1,2284.7,3,829.5,3,2.65,3,1.72,3,2145.2,3,111.3,3,28.2,3
4.2,380,Amb+2,09/08/2011,18.08,1,35.2,1,7.91,1,2258.9,1,0.23,1,71.95,1,2.09,1,0.62,1,0.62,1,2131.1,3,773.8,3,2.47,3,1.6,3,2001,3,103.8,3,26.3,3
4.3,380,Amb+2,09/08/2011,18.08,1,35.2,1,7.91,1,2185.1,1,0.47,1,98.58,1,2.09,1,0.87,1,1.15,1,2059.3,3,747.7,3,2.39,3,1.55,3,1933.6,3,100.3,3,25.4,3
1.1,380,Amb+2,07/09/2011,18.05,1,35.38,1,8.083,1,2053.4,1,0.32,1,104.89,1,2.14,1,1.62,1,1.51,1,1863.1,3,444.7,3,3.17,3,2.05,3,1715,3,133,3,15.1,3
1.3,380,Amb+2,07/09/2011,18.05,1,35.38,1,8.083,1,2098.1,1,0.35,1,45.21,1,2.88,1,1.71,1,1.08,1,1905.6,3,454.8,3,3.24,3,2.1,3,1754.1,3,136,3,15.5,3
4.2,380,Amb+2,07/09/2011,18.05,1,35.38,1,8.083,1,2053.4,1,0.17,1,42.32,1,1.85,1,0.54,1,0.39,1,1864.3,3,445,3,3.17,3,2.05,3,1716.1,3,133.1,3,15.1,3
4.3,380,Amb+2,07/09/2011,18.05,1,35.38,1,8.083,1,2098.1,1,0.33,1,82.61,1,0.95,1,0.76,1,0.84,1,1905.9,3,454.9,3,3.24,3,2.1,3,1754.4,3,136,3,15.5,3
1.1,380,Amb+2,10/10/2011,18.05,1,35.38,1,8.083,1,2053.4,1,0.18,1,57.19,1,1.76,1,1.12,1,1.87,1,1862.8,3,444.6,3,3.17,3,2.05,3,1714.7,3,133,3,15.1,3
1.3,380,Amb+2,10/10/2011,18.05,1,35.38,1,8.083,1,2098.1,1,0.26,1,26.66,1,0.81,1,1.53,1,1.67,1,1905,3,454.7,3,3.24,3,2.1,3,1753.6,3,136,3,15.4,3
4.2,380,Amb+2,10/10/2011,18.05,1,35.38,1,8.083,1,2053.4,1,0.22,1,43.62,1,0.69,1,1.19,1,0.91,1,1863.8,3,444.9,3,3.17,3,2.05,3,1715.6,3,133,3,15.2,3
4.3,380,Amb+2,10/10/2011,18.05,1,35.38,1,8.083,1,2098.1,1,0.22,1,78.57,1,0.3,1,1.19,1,1.35,1,1905.4,3,454.8,3,3.24,3,2.1,3,1753.9,3,136,3,15.5,3
1.1,380,Amb+2,20/10/2011,17.83,1,34.93,1,7.965,1,2054.4,1,0.23,1,43.99,1,1.53,1,1.26,1,2.19,1,1914.6,3,609,3,2.48,3,1.6,3,1789.9,3,103.8,3,20.9,3
1.3,380,Amb+2,20/10/2011,17.83,1,34.93,1,7.965,1,2103.2,1,0.33,1,18.34,1,0.93,1,2.46,1,1.8,1,1961.7,3,624,3,2.54,3,1.64,3,1834,3,106.3,3,21.4,3
1.1,380,Amb+2,25/10/2011,17.83,1,34.93,1,7.965,1,2054.4,1,0.27,1,46.83,1,2.61,1,0.99,1,2.15,1,1914.6,3,609,3,2.48,3,1.6,3,1789.9,3,103.8,3,20.9,3
1.3,380,Amb+2,25/10/2011,17.83,1,34.93,1,7.965,1,2103.2,1,0.3,1,16.02,1,0.98,1,1.4,1,1.63,1,1961.9,3,624.1,3,2.54,3,1.64,3,1834.1,3,106.3,3,21.5,3
1.1,380,Amb+2,31/10/2011,18.25,1,34.7,1,7.975,1,2069,1,0.21,1,49.92,1,1.16,1,0.89,1,2.26,1,1923.8,3,601,3,2.57,3,1.66,3,1796,3,107.4,3,20.4,3
1.3,380,Amb+2,31/10/2011,18.08,1,34.75,1,7.903,1,2008.3,1,0.23,1,12.72,1,0.48,1,1.2,1,1.56,1,1892.8,3,701,3,2.15,3,1.39,3,1779.1,3,89.7,3,24,3
1.1,380,Amb+2,07/11/2011,17.6,1,34.95,1,7.903,1,2010.4,1,0.22,1,55.85,1,1.52,1,0.96,1,2.4,1,1895.1,3,697.5,3,2.12,3,1.37,3,1782,3,89,3,24.1,3
1.3,380,Amb+2,07/11/2011,17.6,1,34.95,1,7.903,1,2189.4,1,0.26,1,13.6,1,0.53,1,0.85,1,1.49,1,2069.1,3,761.5,3,2.32,3,1.5,3,1945.6,3,97.1,3,26.4,3
4.2,380,Amb+2,07/11/2011,17.6,1,34.95,1,7.903,1,2123.3,1,0.2,1,44.87,1,0.28,1,0.97,1,1.35,1,2005.3,3,738,3,2.25,3,1.45,3,1885.6,3,94.1,3,25.6,3
4.3,380,Amb+2,07/11/2011,17.6,1,34.95,1,7.903,1,2087.9,1,0.14,1,77.08,1,0.15,1,0.8,1,1.05,1,1971.4,3,725.5,3,2.21,3,1.43,3,1853.7,3,92.5,3,25.2,3
1.1,380,Amb+2,14/11/2011,16.93,1,34.9,1,8.043,1,2130.5,1,0.27,1,42.86,1,0.65,1,1.05,1,1.68,1,1961.6,3,512.4,3,2.93,3,1.89,3,1821,3,122.6,3,18,3
1.3,380,Amb+2,14/11/2011,16.93,1,34.9,1,8.043,1,2120.3,1,0.27,1,12.29,1,1.12,1,2.35,1,1.37,1,1952.2,3,510,3,2.91,3,1.88,3,1812.3,3,122,3,17.9,3
1.1,380,Amb+2,21/11/2011,17.68,1,35.13,1,8.03,1,2194,1,0.18,1,45.94,1,0.64,1,0.67,1,1.73,1,2022.1,3,548.2,3,3.01,3,1.95,3,1876.8,3,126.4,3,18.9,3
1.3,380,Amb+2,21/11/2011,17.68,1,35.13,1,8.03,1,2193.3,1,0.28,1,13.82,1,0.39,1,1.12,1,1.36,1,2021.8,3,548.1,3,3.01,3,1.95,3,1876.5,3,126.4,3,18.9,3
1.1,380,Amb+2,12/12/2011,15.6,1,35.18,1,8.025,1,2158.4,1,0.15,1,31.27,1,0.58,1,1.01,1,1.67,1,2000.9,3,537.7,3,2.76,3,1.78,3,1865.1,3,116.1,3,19.7,3
1.3,380,Amb+2,12/12/2011,15.6,1,35.18,1,8.025,1,2108.7,1,0.46,1,20.93,1,0.55,1,2.07,1,2.09,1,1953.1,3,524.9,3,2.7,3,1.74,3,1820.5,3,113.3,3,19.3,3
4.2,380,Amb+2,12/12/2011,16.5,1,34.98,1,8.035,1,2181.9,1,0.18,1,45.36,1,0.25,1,1.61,1,1.29,1,2016,3,534.4,3,2.92,3,1.88,3,1874.5,3,122.4,3,19.1,3
4.3,380,Amb+2,12/12/2011,16.5,1,34.98,1,8.035,1,2205.7,1,0.19,1,53.94,1,0.28,1,1.98,1,0.85,1,2039.1,3,540.5,3,2.95,3,1.9,3,1896,3,123.8,3,19.3,3
1.1,380,Amb+2,19/12/2011,16.5,1,34.98,1,8.035,1,2181.9,1,0.23,1,31.87,1,0.47,1,2.21,1,1.54,1,2015.7,3,534.3,3,2.92,3,1.88,3,1874.3,3,122.4,3,19,3
1.3,380,Amb+2,19/12/2011,16.5,1,34.98,1,8.035,1,2205.7,1,0.32,1,17.44,1,0.44,1,2.13,1,1.51,1,2038.4,3,540.3,3,2.95,3,1.9,3,1895.4,3,123.7,3,19.3,3
1.1,380,Amb+2,09/01/2012,15.68,1,34.78,1,8.095,1,2157,1,0.15,1,37,1,0.17,1,1.39,1,1.65,1,1972.3,3,449,3,3.16,3,2.03,3,1823.6,3,132.3,3,16.4,3
1.3,380,Amb+2,09/01/2012,15.68,1,34.78,1,8.095,1,2202.1,1,0.18,1,26.04,1,0.26,1,1.85,1,1.6,1,2014.9,3,458.7,3,3.23,3,2.07,3,1863,3,135.1,3,16.8,3
4.2,380,Amb+2,09/01/2012,15.68,1,34.78,1,8.095,1,2157,1,0.13,1,69.02,1,0.11,1,1.14,1,1.44,1,1972.5,3,449,3,3.16,3,2.03,3,1823.8,3,132.3,3,16.4,3
4.3,380,Amb+2,09/01/2012,15.68,1,34.78,1,8.095,1,2202.1,1,0.1,1,69.36,1,0.13,1,0.71,1,1.06,1,2015.5,3,458.8,3,3.23,3,2.08,3,1863.5,3,135.2,3,16.8,3
1.1,380,Amb+2,18/01/2012,13.9,1,35,1,8.038,1,2191.6,1,0.15,1,39.21,1,0.41,1,0.59,1,1.64,1,2037.2,3,522.2,3,2.73,3,1.75,3,1902.4,3,114.7,3,20.1,3
1.3,380,Amb+2,18/01/2012,13.9,1,35,1,8.038,1,2194.1,1,0.15,1,22.05,1,0.34,1,0.83,1,1.31,1,2039.9,3,522.9,3,2.74,3,1.75,3,1904.9,3,114.9,3,20.1,3
1.1,380,Amb+2,24/01/2012,12.7,1,34.5,1,8.083,1,2177.2,1,0.19,1,42.11,1,0.6,1,0.7,1,1.84,1,2014.3,3,459.4,3,2.84,3,1.81,3,1876.9,3,118.9,3,18.5,3
1.3,380,Amb+2,24/01/2012,12.7,1,34.5,1,8.083,1,2207.8,1,0.2,1,23.17,1,0.39,1,0.92,1,1.44,1,2043.8,3,466.2,3,2.88,3,1.84,3,1904.5,3,120.6,3,18.7,3
1.1,380,Amb+2,02/02/2012,12.03,1,34.7,1,8.083,1,2181.1,1,0.16,1,37.19,1,0.84,1,0.54,1,1.81,1,2020.5,3,457,3,2.8,3,1.79,3,1884.5,3,117.3,3,18.7,3
1.1,380,Amb+2,02/02/2012,12.03,1,34.7,1,8.083,1,2163.8,1,0.09,1,3.55,1,0.7,1,0.5,1,0.11,1,2005.7,3,453.6,3,2.78,3,1.77,3,1870.7,3,116.4,3,18.6,3
1.3,380,Amb+2,02/02/2012,12.03,1,34.7,1,8.083,1,2211.4,1,0.23,1,18.31,1,0.5,1,0.63,1,1.17,1,2050.1,3,463.7,3,2.84,3,1.81,3,1912.1,3,119,3,19,3
1.1,380,Amb+2,07/02/2012,13.05,1,34.75,1,8.083,1,2173.4,1,0.08,1,35.32,1,0.2,1,0.5,1,1.58,1,2007.6,3,458.6,3,2.88,3,1.84,3,1868.8,3,120.6,3,18.2,3
1.3,380,Amb+2,07/02/2012,13.05,1,34.75,1,8.083,1,2178.9,1,0.1,1,15.65,1,0.14,1,0.74,1,0.92,1,2013.5,3,460,3,2.89,3,1.85,3,1874.3,3,121,3,18.2,3
4.2,380,Amb+2,07/02/2012,12.78,1,34.8,1,8.073,1,2201.4,1,0.11,1,60.15,1,0.17,1,0.49,1,0.76,1,2040.4,3,476,3,2.84,3,1.81,3,1902.3,3,119,3,19.1,3
4.3,380,Amb+2,07/02/2012,12.78,1,34.8,1,8.073,1,2263.4,1,0.17,1,44.07,1,0.31,1,0.55,1,0.56,1,2099.7,3,489.8,3,2.92,3,1.87,3,1957.6,3,122.5,3,19.6,3
1.1,380,Amb+2,17/02/2012,12.83,1,34.73,1,7.963,1,2172.4,1,0.3,1,30.95,1,7.01,1,0.45,1,1.35,1,2053.9,3,624.4,3,2.24,3,1.43,3,1935,3,93.9,3,25,3
1.3,380,Amb+2,17/02/2012,12.83,1,34.73,1,7.963,1,2230.2,1,0.33,1,17.1,1,0.8,1,0.58,1,0.99,1,2110.2,3,641.5,3,2.3,3,1.47,3,1988,3,96.5,3,25.7,3
1.1,380,Amb+2,24/02/2012,13.05,1,34.93,1,7.92,1,2145.3,1,0.3,1,34.31,1,2.01,1,1.63,1,1.54,1,2040.4,3,687.6,3,2.05,3,1.31,3,1927.3,3,85.9,3,27.2,3
1.3,380,Amb+2,24/02/2012,13.05,1,34.93,1,7.92,1,2189.9,1,0.28,1,20.21,1,0.57,1,0.52,1,1.04,1,2084.3,3,702.4,3,2.09,3,1.34,3,1968.7,3,87.7,3,27.9,3
1.1,380,Amb+2,02/03/2012,13.05,1,34.6,1,8.058,1,2182.3,1,0.32,1,40.38,1,1.83,1,0.77,1,1.61,1,2027,3,492.4,3,2.74,3,1.75,3,1892.6,3,114.8,3,19.6,3
1.3,380,Amb+2,02/03/2012,13.05,1,34.6,1,8.058,1,2181.8,1,0.21,1,13.66,1,1.17,1,5.2,1,2.39,1,2025.6,3,492.1,3,2.74,3,1.75,3,1891.3,3,114.8,3,19.5,3
1.1,380,Amb+2,06/03/2012,13.28,1,34.83,1,8.06,1,2233.3,1,0.32,1,43.75,1,1.2,1,0.71,1,1.65,1,2072.4,3,501.3,3,2.85,3,1.82,3,1933.2,3,119.5,3,19.7,3
1.3,380,Amb+2,06/03/2012,13.28,1,34.83,1,8.06,1,2149.9,1,0.18,1,20.14,1,0.34,1,1.01,1,1,1,1993.5,3,482.2,3,2.74,3,1.75,3,1859.6,3,114.9,3,19,3
4.2,380,Amb+2,06/03/2012,13.75,1,34.88,1,8.065,1,2166.2,1,0.11,1,42.92,1,0.22,1,0.86,1,0.51,1,2004.7,3,481.2,3,2.83,3,1.81,3,1867.3,3,118.8,3,18.6,3
4.3,380,Amb+2,06/03/2012,13.75,1,34.88,1,8.065,1,2227,1,0.09,1,25.67,1,0.14,1,0.79,1,0.38,1,2062.8,3,495.2,3,2.91,3,1.87,3,1921.3,3,122.2,3,19.3,3
1.1,380,Amb+2,16/03/2012,13.38,1,34.85,1,8.083,1,2168.9,1,0.23,1,44.61,1,0.48,1,1.18,1,1.92,1,2000.7,3,458.1,3,2.9,3,1.86,3,1860.9,3,121.8,3,18,3
1.3,380,Amb+2,16/03/2012,13.38,1,34.85,1,8.083,1,2242.6,1,0.11,1,19.01,1,0.24,1,0.89,1,1.04,1,2071.6,3,474.4,3,3.01,3,1.92,3,1926.9,3,126.1,3,18.6,3
1.1,380,Amb+2,23/03/2012,13.38,1,34.85,1,8.083,1,2242.6,2,0.24,1,37.7,1,0.48,1,2.11,1,1.45,1,2071.2,3,474.3,3,3.01,3,1.92,3,1926.5,3,126.1,3,18.6,3
1.3,380,Amb+2,23/03/2012,13.38,1,34.85,1,8.083,1,2242.6,2,0.09,1,8.36,1,0.21,1,0.48,1,0.5,1,2072.2,3,474.5,3,3.01,3,1.92,3,1927.4,3,126.1,3,18.7,3
1.1,380,Amb+2,28/03/2012,13.38,1,34.85,1,8.083,1,2242.6,2,0.22,1,39.73,1,0.38,1,1.55,1,1.48,1,2071.2,3,474.3,3,3.01,3,1.92,3,1926.5,3,126,3,18.7,3
1.3,380,Amb+2,28/03/2012,13.38,1,34.85,1,8.083,1,2242.6,2,0.09,1,9.92,1,0.22,1,0.95,1,0.72,1,2071.9,3,474.5,3,3.01,3,1.92,3,1927.2,3,126.1,3,18.6,3
1.1,380,Amb+2,02/04/2012,13.38,1,34.85,1,8.083,1,2242.6,2,0.19,1,40.09,1,0.33,1,0.97,1,1.42,1,2071.2,3,474.3,3,3.01,3,1.92,3,1926.6,3,126.1,3,18.5,3
1.3,380,Amb+2,02/04/2012,13.38,1,34.85,1,8.083,1,2242.6,2,0.09,1,8.38,1,0.15,1,0.28,1,0.66,1,2072,3,474.5,3,3.01,3,1.92,3,1927.3,3,126.1,3,18.6,3
1.1,380,Amb+2,12/04/2012,13.38,1,34.85,1,8.083,1,2242.6,2,0.14,1,39.33,1,0.27,1,0.52,1,1.19,1,2071.5,3,474.4,3,3.01,3,1.92,3,1926.8,3,126.1,3,18.6,3
1.3,380,Amb+2,12/04/2012,13.38,1,34.85,1,8.083,1,2242.6,2,0.06,1,1.35,1,0.17,1,0.4,1,0.25,1,2072.4,3,474.6,3,3.01,3,1.92,3,1927.7,3,126.1,3,18.6,3
4.2,380,Amb+2,12/04/2012,13.38,1,34.85,1,8.083,1,2242.6,2,0.09,1,10.04,1,0.19,1,0.36,1,0.3,1,2072.4,3,474.6,3,3.01,3,1.92,3,1927.6,3,126.1,3,18.7,3
4.3,380,Amb+2,12/04/2012,13.38,1,34.85,1,8.083,1,2242.6,2,0.06,1,0.92,1,0.11,1,0.31,1,0.12,1,2072.6,3,474.6,3,3.01,3,1.92,3,1927.8,3,126.1,3,18.7,3
1.1,380,Amb+2,16/04/2012,13.38,1,34.85,1,8.083,1,2242.6,2,0.21,1,40.02,1,0.37,1,0.79,1,1.41,1,2071.3,3,474.3,3,3.01,3,1.92,3,1926.6,3,126.1,3,18.6,3
1.3,380,Amb+2,16/04/2012,13.38,1,34.85,1,8.083,1,2242.6,2,0.07,1,1.52,1,0.19,1,0.7,1,0.49,1,2072.2,3,474.5,3,3.01,3,1.92,3,1927.4,3,126.1,3,18.7,3
1.1,380,Amb+2,24/04/2012,13.38,1,34.85,1,8.083,1,2242.6,2,0.29,1,33.76,1,0.91,1,0.99,1,1.32,1,2071.3,3,474.3,3,3.01,3,1.92,3,1926.7,3,126.1,3,18.5,3
1.3,380,Amb+2,24/04/2012,13.38,1,34.85,1,8.083,1,2242.6,2,0.13,1,2.33,1,0.17,1,0.34,1,0.5,1,2072.2,3,474.5,3,3.01,3,1.92,3,1927.4,3,126.1,3,18.7,3
4.2,380,Amb+2,03/05/2012,13.38,1,34.85,1,8.083,1,2242.6,2,0.11,1,5.75,1,0.21,1,0.77,1,0.31,1,2072.4,3,474.6,3,3.01,3,1.92,3,1927.6,3,126.1,3,18.7,3
4.3,380,Amb+2,03/05/2012,13.38,1,34.85,1,8.083,1,2242.6,2,0.09,1,2.65,1,0.18,1,0.9,1,0.14,1,2072.5,3,474.6,3,3.01,3,1.92,3,1927.8,3,126.1,3,18.6,3
1.4,750,Amb+2,14/02/2011,13.05,1,34.7,1,7.873,1,2383.5,1,0.52,1,19.65,1,13.58,1,8.13,1,0.88,1,2290.4,3,863.9,3,2.06,3,1.32,3,2169.9,3,86.2,3,34.3,3
2.2,750,Amb+2,14/02/2011,13.05,1,34.7,1,7.873,1,2383.5,2,0.18,1,8.82,1,11.38,1,6.61,1,0.54,1,2290.8,3,864,3,2.06,3,1.32,3,2170.3,3,86.2,3,34.3,3
3.1,750,Amb+2,14/02/2011,13.05,1,34.7,1,7.873,1,2383.5,2,0.19,1,11.11,1,10.23,1,5.63,1,0.9,1,2290.4,3,863.9,3,2.06,3,1.32,3,2169.9,3,86.2,3,34.3,3
4.4,750,Amb+2,14/02/2011,13.05,1,34.7,1,7.873,1,2405.2,1,0.18,1,8.68,1,11.36,1,5.69,1,0.56,1,2312,3,872,3,2.08,3,1.33,3,2190.4,3,87,3,34.6,3
1.4,750,Amb+2,21/02/2011,12.7,1,34.7,1,7.873,1,2405.2,2,1.61,1,23.57,1,25.87,1,6.66,1,1.83,1,2312.3,3,868.8,3,2.05,3,1.31,3,2191.4,3,86,3,34.9,3
2.2,750,Amb+2,21/02/2011,12.7,1,34.7,1,7.873,1,2405.2,2,0.72,1,9.46,1,19.42,1,4.02,1,0.92,1,2313.2,3,869.1,3,2.05,3,1.31,3,2192.3,3,86.1,3,34.8,3
1.4,750,Amb+2,28/02/2011,13.9,1,34.88,1,7.923,1,2405.2,2,4.2,1,29.38,1,28.67,1,7.04,1,2.22,1,2287.4,3,772.6,3,2.37,3,1.52,3,2158,3,99.5,3,29.9,3
2.2,750,Amb+2,28/02/2011,13.9,1,34.88,1,7.923,1,2405.2,2,2.36,1,20.06,1,27,1,6.58,1,1.31,1,2288.3,3,773,3,2.37,3,1.52,3,2158.9,3,99.6,3,29.8,3
1.4,750,Amb+2,07/03/2011,12.18,1,34.95,1,7.823,1,2405.2,2,10.49,1,40.38,1,31.66,1,7.65,1,2.2,1,2330.3,3,977.1,3,1.83,3,1.17,3,2213.9,3,76.6,3,39.8,3
2.2,750,Amb+2,07/03/2011,12.18,1,34.95,1,7.823,1,2405.2,2,7.46,1,33.61,1,31.88,1,7.38,1,1.79,1,2330.7,3,977.2,3,1.83,3,1.17,3,2214.3,3,76.6,3,39.8,3
3.1,750,Amb+2,07/03/2011,12.18,1,34.95,1,7.823,1,2405.2,2,16.69,1,27.52,1,31.82,1,4.02,1,2.53,1,2330,3,976.9,3,1.82,3,1.17,3,2213.6,3,76.6,3,39.8,3
4.4,750,Amb+2,07/03/2011,12.18,1,34.95,1,7.823,1,2405.2,2,9.93,1,29.42,1,27.75,1,6.11,1,1.44,1,2331.1,3,977.4,3,1.83,3,1.17,3,2214.7,3,76.6,3,39.8,3
1.4,750,Amb+2,14/03/2011,11.83,1,34.9,1,7.81,1,2405.2,2,25.4,1,58.39,1,21.41,1,6.62,1,2.34,1,2336.2,3,1006.1,3,1.75,3,1.12,3,2221.1,3,73.6,3,41.5,3
2.2,750,Amb+2,14/03/2011,11.83,1,34.9,1,7.81,1,2405.2,2,21.43,1,47.55,1,30.51,1,7.29,1,1.72,1,2336.8,3,1006.4,3,1.75,3,1.12,3,2221.7,3,73.6,3,41.5,3
1.4,750,Amb+2,21/03/2011,11.75,1,34.95,1,7.745,1,2405.2,2,40.89,1,70.85,1,3.18,1,4.84,1,2.36,1,2357.6,3,1179.6,3,1.52,3,0.97,3,2244.9,3,64,3,48.7,3
2.2,750,Amb+2,21/03/2011,11.75,1,34.95,1,7.745,1,2405.2,2,59.55,1,80.29,1,8.76,1,4.22,1,1.49,1,2358.5,3,1180,3,1.52,3,0.97,3,2245.7,3,64,3,48.8,3
1.4,750,Amb+2,30/03/2011,12.15,1,35.13,1,8.003,1,2405.2,2,33.16,1,94.17,1,2.12,1,1.82,1,2.58,1,2263.6,3,619.2,3,2.66,3,1.7,3,2126.6,3,111.8,3,25.2,3
2.2,750,Amb+2,30/03/2011,12.15,1,35.13,1,8.003,1,2405.2,2,78.1,1,102.92,1,1.35,1,2.45,1,1.09,1,2265.1,3,619.6,3,2.66,3,1.7,3,2128,3,111.9,3,25.2,3
1.4,750,Amb+2,04/04/2011,11.28,1,35.08,1,8.003,1,2405.2,2,21.55,1,110.37,1,1.55,1,0.75,1,2.91,1,2268.1,3,614.9,3,2.59,3,1.65,3,2133.6,3,108.7,3,25.8,3
2.2,750,Amb+2,04/04/2011,11.28,1,35.08,1,8.003,1,2405.2,2,78.27,1,108.3,1,0.87,1,1.16,1,1.28,1,2269.7,3,615.4,3,2.59,3,1.65,3,2135.2,3,108.8,3,25.7,3
3.1,750,Amb+2,04/04/2011,11.28,1,35.08,1,8.003,1,2405.2,2,24.57,1,68.55,1,1.76,1,3.65,1,2.42,1,2268.6,3,615,3,2.59,3,1.65,3,2134.1,3,108.7,3,25.8,3
4.4,750,Amb+2,04/04/2011,11.28,1,35.08,1,8.003,1,2405.2,2,11.22,1,86.11,1,1.83,1,0.75,1,1.18,1,2269.9,3,615.4,3,2.59,3,1.65,3,2135.3,3,108.8,3,25.8,3
1.4,750,Amb+2,11/04/2011,10.78,1,35.33,1,7.998,1,2405.2,2,4.56,1,127.95,1,1.65,1,0.79,1,2.89,1,2271.4,3,618.7,3,2.53,3,1.61,3,2138.5,3,106.6,3,26.3,3
2.2,750,Amb+2,11/04/2011,10.78,1,35.33,1,7.998,1,2405.2,2,78.85,1,118.45,1,1.07,1,0.67,1,1.54,1,2272.8,3,619.1,3,2.53,3,1.61,3,2139.8,3,106.6,3,26.4,3
1.4,750,Amb+2,19/04/2011,10.48,1,35.23,1,7.995,1,2405.2,2,0.88,1,141.55,1,1.26,1,0.75,1,3.14,1,2274.3,3,622.4,3,2.49,3,1.59,3,2142.9,3,104.7,3,26.7,3
2.2,750,Amb+2,19/04/2011,10.48,1,35.23,1,7.995,1,2405.2,2,51.28,1,101.08,1,1.1,1,0.83,1,1.38,1,2276.1,3,622.9,3,2.49,3,1.59,3,2144.6,3,104.7,3,26.8,3
