Tank number,Treatment Temperature,Treatment pCO2,Measurement date,Temp [degC],QF,Sal [dimensionless],QF,pH,QF,TA [umol kg-1],QF,Nitrite [uM],QC,Nitrate [uM],QC,Ammonium [uM],QC,Silicate [uM],QC,Phosphate [uM],QC,DIC [umol kg-1],QC,pCO2(sw) [uatm],QC,Omega Cal,QC,Omega Arag,QC,HCO3- [umol kg-1],QC,CO32- [umol kg-1],QC,CO2 [umol kg-1],QC
1.4,750,Amb+2,04/05/2011,12.75,1,35.13,1,7.795,1,2405.2,2,0.89,1,122.39,1,1.98,1,2.35,1,2.81,1,2336.1,3,1051.2,3,1.76,3,1.12,3,2220.3,3,73.8,3,42,3
2.2,750,Amb+2,04/05/2011,12.75,1,35.13,1,7.795,1,2405.2,2,1.23,1,73.35,1,2.13,1,4.68,1,2.08,1,2336.8,3,1051.5,3,1.76,3,1.12,3,2221,3,73.8,3,42,3
1.4,750,Amb+2,10/05/2011,11.63,1,35.45,1,7.648,1,2405.2,2,0.48,1,126.43,1,1.63,1,1.07,1,2.8,1,2386.9,3,1486.3,3,1.24,3,0.79,3,2273.1,3,52.3,3,61.5,3
2.2,750,Amb+2,10/05/2011,11.63,1,35.45,1,7.648,1,2405.2,2,0.82,1,113.04,1,1.74,1,1.16,1,1.12,1,2388.5,3,1487.4,3,1.24,3,0.79,3,2274.7,3,52.3,3,61.5,3
3.1,750,Amb+2,10/05/2011,11.63,1,35.45,1,7.648,1,2405.2,2,0.21,1,130.31,1,1.31,1,0.65,1,2.26,1,2387.4,3,1486.7,3,1.24,3,0.79,3,2273.6,3,52.3,3,61.5,3
4.4,750,Amb+2,10/05/2011,11.63,1,35.45,1,7.648,1,2196.8,1,0.32,1,106.21,1,1.53,1,0.57,1,0.92,1,2179.5,3,1357.2,3,1.13,3,0.72,3,2075.7,3,47.7,3,56.1,3
1.4,750,Amb+2,16/05/2011,11.88,1,35.45,1,7.685,1,2196.8,2,0.61,1,135.76,1,2.35,1,0.76,1,2.47,1,2166.2,3,1242.6,3,1.24,3,0.79,3,2063.1,3,52.1,3,51,3
2.2,750,Amb+2,16/05/2011,11.88,1,35.45,1,7.685,1,2196.8,2,0.94,1,122.72,1,2.09,1,0.66,1,0.96,1,2167.7,3,1243.5,3,1.24,3,0.79,3,2064.6,3,52.2,3,50.9,3
1.4,750,Amb+2,23/05/2011,11.45,1,35.48,1,7.77,1,2196.8,2,1.35,1,84.38,1,7.86,1,2.48,1,2.7,1,2142,3,1004.2,3,1.47,3,0.94,3,2038.4,3,61.8,3,41.8,3
2.2,750,Amb+2,23/05/2011,11.45,1,35.48,1,7.77,1,2196.8,2,0.58,1,92.13,1,1.75,1,1.08,1,1.02,1,2143.7,3,1005,3,1.47,3,0.94,3,2040.1,3,61.8,3,41.8,3
1.4,750,Amb+2,01/06/2011,11.13,1,35.55,1,7.715,1,2196.8,2,0.85,1,106.73,1,2.73,1,0.69,1,2.83,1,2159.3,3,1144.9,3,1.29,3,0.82,3,2056.8,3,54.4,3,48.1,3
2.2,750,Amb+2,01/06/2011,11.13,1,35.55,1,7.715,1,2196.8,2,0.28,1,122.12,1,1.05,1,0.83,1,1.36,1,2160.7,3,1145.7,3,1.29,3,0.82,3,2058.2,3,54.4,3,48.1,3
1.4,750,Amb+2,06/06/2011,12.43,1,35.55,1,7.775,1,2196.8,2,0.18,1,113.58,1,1.11,1,0.79,1,3.01,1,2136.2,3,1000.5,3,1.53,3,0.98,3,2031.4,3,64.5,3,40.3,3
2.2,750,Amb+2,06/06/2011,12.43,1,35.55,1,7.775,1,2196.8,2,0.2,1,116.71,1,0.8,1,0.79,1,1.31,1,2137.9,3,1001.3,3,1.53,3,0.98,3,2033,3,64.6,3,40.3,3
3.1,750,Amb+2,06/06/2011,12.43,1,35.55,1,7.775,1,2196.8,2,0.15,1,121.17,1,1.23,1,0.73,1,1.65,1,2137.6,3,1001.1,3,1.53,3,0.98,3,2032.7,3,64.6,3,40.3,3
4.4,750,Amb+2,06/06/2011,12.43,1,35.55,1,7.775,1,2196.8,2,0.2,1,100.73,1,1.4,1,0.69,1,0.69,1,2138.6,3,1001.6,3,1.53,3,0.98,3,2033.6,3,64.6,3,40.4,3
1.4,750,Amb+2,15/06/2011,13.35,1,35.58,1,7.845,1,2196.8,2,0.15,1,87.7,1,1.06,1,0.75,1,2.26,1,2111,3,848,3,1.83,3,1.17,3,2000.8,3,77.1,3,33.1,3
2.2,750,Amb+2,15/06/2011,13.35,1,35.58,1,7.845,1,2196.8,2,0.25,1,97.41,1,1.11,1,0.88,1,0.99,1,2112.3,3,848.5,3,1.83,3,1.17,3,2002,3,77.1,3,33.2,3
1.2,750,Amb+2,20/06/2011,13.75,1,35.35,1,7.845,1,2196.8,2,0.17,1,102.64,1,1.05,1,0.73,1,2.13,1,2110.4,3,852.8,3,1.85,3,1.18,3,1999.8,3,77.6,3,33,3
1.4,750,Amb+2,20/06/2011,13.75,1,35.35,1,7.845,1,2196.8,2,0.16,1,91.17,1,1.1,1,0.76,1,2.45,1,2110.1,3,852.7,3,1.85,3,1.18,3,1999.5,3,77.6,3,33,3
1.2,750,Amb+2,27/06/2011,13.33,1,35,1,7.925,1,2196.8,2,0.12,1,79.2,1,0.94,1,2.04,1,2.48,1,2086.2,3,696.4,3,2.14,3,1.37,3,1969.1,3,89.8,3,27.3,3
1.4,750,Amb+2,27/06/2011,13.33,1,35,1,7.925,1,2196.8,2,0.15,1,61.28,1,0.97,1,0.94,1,2.38,1,2086.4,3,696.5,3,2.14,3,1.37,3,1969.2,3,89.8,3,27.4,3
1.2,750,Amb+2,04/07/2011,13.78,1,35.28,1,7.92,1,2196.8,2,0.2,1,98.41,1,1.08,1,0.67,1,1.81,1,2085.5,3,706.5,3,2.16,3,1.38,3,1967.4,3,90.7,3,27.4,3
1.4,750,Amb+2,04/07/2011,13.78,1,35.28,1,7.92,1,2341.3,1,0.16,1,64.27,1,0.9,1,0.77,1,2.39,1,2225.1,3,753.8,3,2.3,3,1.47,3,2099.2,3,96.8,3,29.1,3
4.1,750,Amb+2,04/07/2011,13.78,1,35.28,1,7.92,1,2341.3,2,0.15,1,63.55,1,0.94,1,0.73,1,1.09,1,2226.4,3,754.2,3,2.3,3,1.48,3,2100.4,3,96.8,3,29.2,3
4.4,750,Amb+2,04/07/2011,13.78,1,35.28,1,7.92,1,2145,1,0.17,1,59.42,1,0.99,1,0.97,1,0.76,1,2036.2,3,689.8,3,2.11,3,1.35,3,1921,3,88.5,3,26.7,3
1.2,750,Amb+2,11/07/2011,16.5,1,35,1,7.943,1,2145,2,0.19,1,82.49,1,1.33,1,1.85,1,2.23,1,2015.5,3,666.5,3,2.39,3,1.54,3,1891.8,3,100,3,23.7,3
1.4,750,Amb+2,11/07/2011,16.5,1,35,1,7.943,1,2145,2,0.18,1,64.9,1,1,1,2.32,1,2.8,1,2015,3,666.3,3,2.38,3,1.54,3,1891.2,3,100,3,23.8,3
1.2,750,Amb+2,09/08/2011,17.78,1,35.05,1,7.77,1,2307.4,1,0.4,1,75.52,1,2.02,1,1.25,1,1.8,1,2229.3,3,1124.6,3,1.87,3,1.21,3,2112.3,3,78.3,3,38.7,3
1.4,750,Amb+2,09/08/2011,17.78,1,35.05,1,7.77,1,2282.8,1,0.33,1,97.64,1,2.64,1,1.23,1,1.47,1,2205.4,3,1112.6,3,1.85,3,1.19,3,2089.7,3,77.4,3,38.3,3
4.1,750,Amb+2,09/08/2011,17.78,1,35.05,1,7.77,1,2238.5,1,0.27,1,78.11,1,1.19,1,0.59,1,0.89,1,2162.5,3,1090.9,3,1.81,3,1.17,3,2049.1,3,75.9,3,37.5,3
4.4,750,Amb+2,09/08/2011,17.78,1,35.05,1,7.77,1,2314.4,1,0.27,1,72.31,1,1.57,1,0.64,1,0.64,1,2237.3,3,1128.7,3,1.87,3,1.21,3,2120,3,78.6,3,38.7,3
1.2,750,Amb+2,07/09/2011,17.78,1,35.05,1,7.77,1,2307.4,1,0.82,1,81.78,1,6.83,1,1.85,1,1.42,1,2229.7,3,1124.8,3,1.87,3,1.21,3,2112.7,3,78.3,3,38.7,3
1.4,750,Amb+2,07/09/2011,17.78,1,35.05,1,7.77,1,2282.8,1,0.67,1,74.53,1,1.22,1,1.64,1,1.89,1,2205,3,1112.4,3,1.85,3,1.19,3,2089.3,3,77.4,3,38.3,3
4.1,750,Amb+2,07/09/2011,17.78,1,35.05,1,7.77,1,2238.5,1,0.27,1,76.56,1,1.8,1,1.3,1,0.98,1,2162.4,3,1090.9,3,1.81,3,1.17,3,2049,3,75.9,3,37.5,3
4.4,750,Amb+2,07/09/2011,17.78,1,35.05,1,7.77,1,2314.4,1,0.31,1,71.12,1,1.66,1,0.66,1,0.43,1,2237.5,3,1128.8,3,1.88,3,1.21,3,2120.2,3,78.6,3,38.7,3
1.2,750,Amb+2,10/10/2011,18.05,1,35.33,1,8.048,1,2074,1,0.22,1,36.89,1,1.28,1,1.74,1,1.64,1,1897.7,3,493.5,3,2.99,3,1.93,3,1755.4,3,125.4,3,16.9,3
1.4,750,Amb+2,10/10/2011,18.05,1,35.33,1,8.048,1,2084.7,1,0.31,1,37.92,1,1.18,1,1.1,1,2.49,1,1906.9,3,495.9,3,3,3,1.94,3,1764,3,126,3,16.9,3
4.1,750,Amb+2,10/10/2011,18.05,1,35.33,1,8.048,1,2074,2,0.24,1,90.34,1,0.41,1,0.99,1,1.41,1,1897.9,3,493.6,3,2.99,3,1.93,3,1755.7,3,125.4,3,16.8,3
4.4,750,Amb+2,10/10/2011,18.05,1,35.33,1,8.048,1,2084.7,1,0.23,1,79.17,1,0.39,1,1.22,1,1.05,1,1908.4,3,496.3,3,3,3,1.94,3,1765.4,3,126.1,3,16.9,3
1.2,750,Amb+2,20/10/2011,17.85,1,34.98,1,7.863,1,2055,1,0.34,1,29.06,1,2.12,1,1.47,1,1.74,1,1951.4,3,791.7,3,2.02,3,1.3,3,1839.7,3,84.5,3,27.2,3
1.4,750,Amb+2,20/10/2011,17.85,1,34.98,1,7.863,1,2033.2,1,0.26,1,30.36,1,1.58,1,1.66,1,2.75,1,1929.2,3,782.7,3,1.99,3,1.29,3,1818.8,3,83.5,3,26.9,3
1.2,750,Amb+2,25/10/2011,17.85,1,34.98,1,7.863,1,2120.6,1,0.35,1,28.4,1,2.59,1,1.14,1,1.66,1,2015.2,3,817.6,3,2.08,3,1.35,3,1899.9,3,87.3,3,28,3
1.4,750,Amb+2,25/10/2011,17.85,1,34.98,1,7.863,1,2120.6,2,0.27,1,30.32,1,1.7,1,0.89,1,2.75,1,2014.1,3,817.1,3,2.08,3,1.35,3,1898.8,3,87.2,3,28.1,3
1.2,750,Amb+2,31/10/2011,18.3,1,34.8,1,7.913,1,2103.1,1,0.21,1,21.95,1,1.97,1,1.51,1,1.67,1,1979.4,3,717.2,3,2.31,3,1.5,3,1858.4,3,96.7,3,24.3,3
1.4,750,Amb+2,31/10/2011,18.1,1,34.85,1,7.82,1,2031.5,1,0.31,1,29.05,1,1.64,1,1.14,1,2.82,1,1941,3,874.8,3,1.83,3,1.19,3,1834.5,3,76.7,3,29.8,3
1.2,750,Amb+2,07/11/2011,17.58,1,35.08,1,7.82,1,2053.8,1,0.31,1,35.32,1,0.86,1,1.1,1,1.83,1,1964.9,3,879.3,3,1.83,3,1.18,3,1857.7,3,76.8,3,30.4,3
1.4,750,Amb+2,07/11/2011,17.58,1,35.08,1,7.82,1,2243.9,1,0.46,1,43.89,1,2.16,1,1.45,1,4.04,1,2148.4,3,961.4,3,2,3,1.29,3,2031.2,3,84,3,33.2,3
4.1,750,Amb+2,07/11/2011,17.58,1,35.08,1,7.82,1,2111.1,1,0.19,1,80.54,1,0.3,1,0.83,1,1.67,1,2021.1,3,904.4,3,1.88,3,1.22,3,1910.8,3,79,3,31.3,3
4.4,750,Amb+2,07/11/2011,17.58,1,35.08,1,7.82,1,2111.1,2,0.21,1,67.89,1,0.38,1,0.8,1,0.87,1,2021.9,3,904.8,3,1.89,3,1.22,3,1911.6,3,79,3,31.3,3
1.2,750,Amb+2,14/11/2011,16.58,1,35.03,1,7.943,1,2143.4,1,0.24,1,26.32,1,0.63,1,1.02,1,1.31,1,2014.5,3,666.5,3,2.39,3,1.54,3,1890.5,3,100.2,3,23.8,3
1.4,750,Amb+2,14/11/2011,16.58,1,35.03,1,7.943,1,2141.2,1,0.29,1,27.25,1,2.14,1,2.11,1,2.41,1,2011.2,3,665.4,3,2.39,3,1.54,3,1887.5,3,100.1,3,23.6,3
1.2,750,Amb+2,21/11/2011,17.68,1,35.28,1,7.93,1,2188.5,1,0.24,1,28.63,1,0.4,1,0.76,1,1.36,1,2056.4,3,708.5,3,2.47,3,1.6,3,1928.4,3,103.6,3,24.4,3
1.4,750,Amb+2,21/11/2011,17.68,1,35.28,1,7.93,1,2147.3,1,0.4,1,27.86,1,0.97,1,1.02,1,2.31,1,2015.8,3,694.5,3,2.42,3,1.56,3,1890.3,3,101.5,3,24,3
1.2,750,Amb+2,12/12/2011,15.83,1,35.18,1,7.903,1,2183.6,1,0.24,1,19.62,1,0.54,1,0.97,1,1.26,1,2070.6,3,746.9,3,2.2,3,1.42,3,1951,3,92.4,3,27.2,3
1.4,750,Amb+2,12/12/2011,15.83,1,35.18,1,7.903,1,2180.4,1,0.33,1,22.03,1,0.62,1,1.62,1,2.16,1,2066.6,3,745.5,3,2.2,3,1.41,3,1947.2,3,92.2,3,27.2,3
4.1,750,Amb+2,12/12/2011,15.83,1,35.18,1,7.903,1,2183.6,1,0.35,1,76.2,1,0.39,1,1.22,1,1.86,1,2070,3,746.7,3,2.2,3,1.42,3,1950.4,3,92.4,3,27.2,3
4.4,750,Amb+2,12/12/2011,15.83,1,35.18,1,7.903,1,2180.4,2,0.22,1,60.83,1,0.34,1,2.27,1,1.27,1,2067.4,3,745.8,3,2.2,3,1.41,3,1948.1,3,92.3,3,27,3
1.2,750,Amb+2,19/12/2011,16.43,1,34.85,1,7.91,1,2184.8,1,0.29,1,25.69,1,0.45,1,1.72,1,1.5,1,2067.8,3,739.9,3,2.26,3,1.46,3,1946.5,3,94.7,3,26.6,3
1.4,750,Amb+2,19/12/2011,16.43,1,34.85,1,7.91,1,2120.3,1,0.37,1,23.9,1,0.5,1,2.34,1,2.01,1,2004.8,3,717.4,3,2.19,3,1.41,3,1887.3,3,91.9,3,25.6,3
1.2,750,Amb+2,09/01/2012,15.25,1,34.98,1,8.068,1,2206.1,1,0.15,1,31.05,1,0.21,1,1.46,1,1.59,1,2031.6,3,491.1,3,3.04,3,1.95,3,1886,3,127.4,3,18.2,3
1.4,750,Amb+2,09/01/2012,15.25,1,34.98,1,8.068,1,2060.6,1,0.33,1,26.39,1,0.27,1,1.43,1,1.59,1,1893.5,3,457.7,3,2.83,3,1.82,3,1757.8,3,118.8,3,16.9,3
4.1,750,Amb+2,09/01/2012,15.25,1,34.98,1,8.068,1,2206.1,2,0.18,1,91.2,1,0.32,1,0.7,1,2.03,1,2031.2,3,491,3,3.04,3,1.95,3,1885.6,3,127.4,3,18.2,3
4.4,750,Amb+2,09/01/2012,15.25,1,34.98,1,8.068,1,2060.6,1,0.16,1,97.21,1,0.11,1,0.76,1,1.69,1,1893.5,3,457.7,3,2.83,3,1.82,3,1757.7,3,118.8,3,17,3
1.2,750,Amb+2,18/01/2012,13.65,1,35.15,1,7.953,1,2233.3,1,0.2,1,28.03,1,0.4,1,0.88,1,1.64,1,2110.3,3,660.7,3,2.33,3,1.49,3,1986.5,3,98,3,25.8,3
1.4,750,Amb+2,18/01/2012,13.65,1,35.15,1,7.953,1,2233.3,2,0.15,1,13.93,1,0.46,1,0.7,1,0.77,1,2111.1,3,660.9,3,2.33,3,1.5,3,1987.4,3,98.1,3,25.6,3
1.2,750,Amb+2,24/01/2012,14.37,1,35.27,1,7.945,1,2223.6,1,0.23,1,25.05,1,0.38,1,0.73,1,1.48,1,2100.1,3,674.6,3,2.34,3,1.5,3,1976,3,98.4,3,25.7,3
1.4,750,Amb+2,24/01/2012,14.37,1,35.27,1,7.945,1,2229.4,1,0.29,1,14.79,1,0.44,1,0.79,1,1.04,1,2106.1,3,676.6,3,2.35,3,1.51,3,1981.7,3,98.7,3,25.7,3
1.2,750,Amb+2,02/02/2012,11.63,1,34.85,1,7.948,1,2202.7,1,0.15,1,19.63,1,1.52,1,0.87,1,1.42,1,2093.3,3,650.4,3,2.13,3,1.36,3,1977.1,3,89.3,3,26.9,3
1.2,750,Amb+2,02/02/2012,11.63,1,34.85,1,7.948,1,2121.4,1,0.23,1,11.49,1,0.47,1,0.49,1,0.99,1,2014.8,3,626,3,2.05,3,1.31,3,1902.9,3,85.9,3,26,3
1.2,750,Amb+2,07/02/2012,13.35,1,34.9,1,7.948,1,2124.3,1,0.08,1,17.21,1,0.3,1,2.93,1,2.05,1,2008.7,3,635.5,3,2.16,3,1.39,3,1892.9,3,90.8,3,25,3
1.4,750,Amb+2,07/02/2012,13.35,1,34.9,1,7.948,1,2203.4,1,0.12,1,6.67,1,0.11,1,1.62,1,1.06,1,2086.3,3,660.1,3,2.25,3,1.44,3,1966,3,94.3,3,26,3
4.1,750,Amb+2,07/02/2012,13.35,1,34.9,1,7.948,1,2124.3,2,0.2,1,80.72,1,0.27,1,0.59,1,1.94,1,2008.8,3,635.6,3,2.16,3,1.39,3,1893,3,90.8,3,25,3
4.4,750,Amb+2,07/02/2012,13.35,1,34.9,1,7.948,1,2203.4,2,0.15,1,68.71,1,0.11,1,1.22,1,1.66,1,2085.7,3,659.9,3,2.25,3,1.44,3,1965.5,3,94.3,3,25.9,3
1.2,750,Amb+2,17/02/2012,12.73,1,34.68,1,7.845,1,2202.7,2,0.33,1,18.98,1,0.86,1,0.52,1,1.69,1,2123.5,3,852.5,3,1.77,3,1.13,3,2015.1,3,74.2,3,34.2,3
1.4,750,Amb+2,17/02/2012,12.73,1,34.68,1,7.845,1,2129.1,1,0.29,1,4.93,1,0.44,1,0.4,1,0.73,1,2052.2,3,823.9,3,1.71,3,1.09,3,1947.4,3,71.7,3,33.1,3
1.2,750,Amb+2,24/02/2012,12.48,1,34.9,1,7.8,1,2205.7,1,0.16,1,15.6,1,0.25,1,1.71,1,1.16,1,2141.3,3,950.9,3,1.61,3,1.03,3,2035.5,3,67.4,3,38.4,3
1.4,750,Amb+2,24/02/2012,12.48,1,34.9,1,7.8,1,2139.1,1,0.19,1,5.65,1,0.27,1,0.88,1,1.07,1,2075.7,3,921.8,3,1.56,3,0.99,3,1973.1,3,65.3,3,37.3,3
1.2,750,Amb+2,02/03/2012,12.63,1,34.8,1,7.953,1,2193.9,1,0.31,1,16.04,1,1.17,1,0.43,1,1.04,1,2079.1,3,645.5,3,2.21,3,1.41,3,1960.6,3,92.6,3,25.9,3
1.4,750,Amb+2,02/03/2012,12.63,1,34.8,1,7.953,1,2214,1,0.22,1,6.09,1,0.47,1,1.62,1,1.12,1,2098.5,3,651.5,3,2.23,3,1.42,3,1978.9,3,93.4,3,26.2,3
1.2,750,Amb+2,06/03/2012,12.58,1,34.9,1,7.973,1,2231.7,1,0.23,1,17.36,1,0.49,1,0.65,1,1,1,2108.3,3,623.4,3,2.34,3,1.5,3,1985,3,98.2,3,25.1,3
1.4,750,Amb+2,06/03/2012,12.58,1,34.9,1,7.973,1,2144.2,1,0.14,1,5.05,1,0.28,1,0.73,1,1.01,1,2023.7,3,598.4,3,2.25,3,1.44,3,1905.4,3,94.3,3,24,3
4.1,750,Amb+2,06/03/2012,12.95,1,34.9,1,7.99,1,2293.7,1,0.19,1,69.05,1,0.42,1,1.29,1,1.01,1,2159.9,3,615.7,3,2.52,3,1.61,3,2029.6,3,105.8,3,24.5,3
4.4,750,Amb+2,06/03/2012,12.95,1,34.9,1,7.99,1,2171.9,1,0.15,1,66.54,1,2.09,1,1.24,1,1.82,1,2041.7,3,582,3,2.38,3,1.52,3,1918.6,3,100,3,23.1,3
1.2,750,Amb+2,16/03/2012,13.05,1,34.8,1,7.998,1,2140,1,0.12,1,14.43,1,0.3,1,0.8,1,1.11,1,2008.8,3,562.8,3,2.39,3,1.53,3,1886.2,3,100.2,3,22.4,3
1.4,750,Amb+2,16/03/2012,13.05,1,34.8,1,7.998,1,2140,2,0.12,1,1.71,1,0.25,1,0.86,1,1.29,1,2008.6,3,562.7,3,2.39,3,1.53,3,1886.1,3,100.2,3,22.3,3
1.2,750,Amb+2,23/03/2012,13.05,1,34.8,1,7.998,1,2140,2,0.14,1,10.7,1,0.26,1,1.54,1,0.73,1,2009.2,3,562.9,3,2.39,3,1.53,3,1886.6,3,100.2,3,22.4,3
1.4,750,Amb+2,23/03/2012,13.05,1,34.8,1,7.998,1,2140,2,0.13,1,1,1,0.34,1,0.68,1,0.61,1,2009.3,3,562.9,3,2.39,3,1.53,3,1886.7,3,100.2,3,22.4,3
1.2,750,Amb+2,28/03/2012,13.05,1,34.8,1,7.998,1,2140,2,0.16,1,8.86,1,0.36,1,0.74,1,0.6,1,2009.3,3,562.9,3,2.39,3,1.53,3,1886.7,3,100.2,3,22.4,3
1.4,750,Amb+2,28/03/2012,13.05,1,34.8,1,7.998,1,2140,2,0.1,1,1.24,1,0.18,1,0.95,1,0.82,1,2009.1,3,562.8,3,2.39,3,1.53,3,1886.5,3,100.2,3,22.4,3
1.2,750,Amb+2,02/04/2012,13.05,1,34.8,1,7.998,1,2140,2,0.15,1,8.55,1,0.24,1,0.3,1,0.52,1,2009.4,3,562.9,3,2.39,3,1.53,3,1886.8,3,100.3,3,22.3,3
1.4,750,Amb+2,02/04/2012,13.05,1,34.8,1,7.998,1,2140,2,0.09,1,0.99,1,0.17,1,0.23,1,0.63,1,2009.3,3,562.9,3,2.39,3,1.53,3,1886.7,3,100.2,3,22.4,3
1.2,750,Amb+2,12/04/2012,13.05,1,34.8,1,7.998,1,2140,2,0.07,1,3.53,1,0.25,1,0.53,1,0.35,1,2009.6,3,563,3,2.39,3,1.53,3,1887,3,100.3,3,22.3,3
1.4,750,Amb+2,12/04/2012,13.05,1,34.8,1,7.998,1,2140,2,0.06,1,0.45,1,0.16,1,0.46,1,0.3,1,2009.6,3,563,3,2.39,3,1.53,3,1887,3,100.3,3,22.3,3
4.1,750,Amb+2,12/04/2012,13.05,1,34.8,1,7.998,1,2140,2,0.11,1,37.23,1,0.13,1,0.33,1,0.42,1,2009.5,3,563,3,2.39,3,1.53,3,1886.9,3,100.3,3,22.3,3
4.4,750,Amb+2,12/04/2012,13.05,1,34.8,1,7.998,1,2140,2,0.11,1,17.71,1,0.11,1,0.28,1,0.5,1,2009.4,3,562.9,3,2.39,3,1.53,3,1886.8,3,100.3,3,22.3,3
1.2,750,Amb+2,16/04/2012,13.05,1,34.8,1,7.998,1,2140,2,0.13,1,4.22,1,0.26,1,0.68,1,0.57,1,2009.3,3,562.9,3,2.39,3,1.53,3,1886.8,3,100.3,3,22.2,3
1.4,750,Amb+2,16/04/2012,13.05,1,34.8,1,7.998,1,2140,2,0.1,1,0.98,1,0.17,1,0.62,1,0.54,1,2009.4,3,562.9,3,2.39,3,1.53,3,1886.8,3,100.3,3,22.3,3
1.2,750,Amb+2,24/04/2012,13.05,1,34.8,1,7.998,1,2140,2,0.16,1,5.91,1,0.26,1,0.75,1,0.62,1,2009.3,3,562.9,3,2.39,3,1.53,3,1886.7,3,100.2,3,22.4,3
1.4,750,Amb+2,24/04/2012,13.05,1,34.8,1,7.998,1,2140,2,0.13,1,1.14,1,0.19,1,0.23,1,0.65,1,2009.3,3,562.9,3,2.39,3,1.53,3,1886.7,3,100.2,3,22.4,3
4.1,750,Amb+2,03/05/2012,13.05,1,34.8,1,7.998,1,2140,2,0.11,1,24.89,1,0.04,1,1.77,1,0.52,1,2009.4,3,562.9,3,2.39,3,1.53,3,1886.8,3,100.3,3,22.3,3
4.4,750,Amb+2,03/05/2012,13.05,1,34.8,1,7.998,1,2140,2,0.11,1,4.75,1,0.06,1,1.14,1,0.31,1,2009.6,3,563,3,2.39,3,1.53,3,1887,3,100.3,3,22.3,3
